age;gender;humanmade;concern;efficacy;income;edu3;openanswer;
4;2;1;0,75;0,6666667;520000;2;Is som smelter;
4;2;1;0,5;0,3333333;380000;2;is som smelter;
5;2;1;0,75;0,6666667;0;3;is som smelter;
1;2;1;0,75;0,6666667;100000;2;Is smelting og forurensende luft;
3;1;1;0,75;0;450000;2;Is smelting;
2;2;1;0,5;0,3333333;330000;1;is smelting;
3;2;1;0,5;0,3333333;260000;3;Is smelting;
2;1;0;0,5;0,3333333;620000;1;is smelting;
2;1;1;0,75;0,3333333;670000;3;Is smelter høyere vannstand jordras mer vind våtere klima mildere vinter;
4;1;1;0,75;0,3333333;652000;3;Is og isbre som smelter;
1;1;1;0,75;0,3333333;25000;2;Is i Arktis og på Antarktis som smelter;
3;1;1;0,75;0,3333333;0;3;Is grønland Vått;
3;2;1;0,75;0,3333333;450000;3;is;
5;2;1;0,75;0;420000;3;ireversibelt;
4;2;1;0,75;0,6666667;170000;2;intressant;
5;1;0;0,5;0,3333333;350000;1;Ingenting;
1;2;0;0,5;0,3333333;60000;2;ingenting;
5;2;0;0,25;0;22000;1;Ingenting;
7;2;1;1;0,3333333;168000;3;ingenting;
3;1;0;0,25;0,6666667;620000;2;Ingen ting spesielt ULV ULV;
7;1;0;0;0,3333333;300000;2;Ingen ting;
3;1;1;1;0,3333333;500000;3;Ingen panikk Klima endrer seg med eller uten mennesker påvirkning Men vi kan vessentlig påvirke kemisk inhold i atmosfære;
4;1;0;0;0,3333333;510000;2;Ingen kommer frem med hvilke endringer som har vært historisk Mere enn 100 år Jeg har en antakelse om at det har vært variabler også historisk Feks var det grønn januar der alt begynte å gro som på våren for 100 år siden;
3;2;1;1;0,6666667;390000;2;ingen kommentar;
1;2;1;1;0;0;1;Ingen bekymring Vi skal alle dø engang;
6;1;1;1;0,3333333;287250;0;Ikke OK;
5;1;0;0,5;0,3333333;450000;2;Ikke nå igjen;
1;2;0;0,25;0,3333333;100000;3;Ikke nødvendigvis menneskeskapt;
1;2;0;0,75;0,3333333;12000;2;ikke noe greit å høre noen ganger pga at flere som kjører bil og det gjør klima svært dårlig;
1;1;0;0,25;0,3333333;480000;2;ikke mye;
6;1;0;0,25;0,3333333;600000;3;Ikke i Norge;
3;1;0;0,25;0,3333333;800000;2;Ikke gode nok bevis for meg at klimaendring er menneskeskapt;
2;2;1;1;0,6666667;480000;3;Ikke bra;
5;1;1;0,5;0,6666667;350000;0;Ikke bare menneskeskapt;
2;1;0;0,5;0,6666667;400000;1;Igjen??;
2;1;0;0,25;0,3333333;700000;3;igjen Kona mi vet om klimat forskning pga hennes jobb og hun mener at klimatrussel er en stor skam;
3;1;1;0,75;0,3333333;650000;3;Igjen;
5;1;1;0,5;0,3333333;750000;3;I utgangspunktet naturlige endringer som følge av globale strukturendringer i kontinentalplater og havstrømmer men som i større og størregrad har en økende og hurtigere negativ utviing som følge av menneskeskapt påvirkning;
5;2;0;0,25;0,6666667;350000;2;I millioner av år har det vært bølger av kulde og varme Kan være naturlig endring med litt hjelp fra utslipp;
6;2;0;0,25;0,3333333;350000;3;Håper på varmere vær varmere somre;
2;1;0;0;0;400000;3;Håper på globaloppvarming slik at det blir varmere i Norge :);
6;1;1;0,75;0,3333333;400000;2;Håper dette snart blir tatt på alvor internasjonalt;
4;1;0;0,5;0;350000;2;håper det snur så vi slipper å høre så mye om det;
3;2;0;0,25;0,3333333;407000;3;Håper at det blir varmere :);
5;1;1;0,5;0,3333333;550000;2;høyvann;
4;1;1;0,25;0;600000;3;Høyt havnivå;
3;1;1;0,75;0,3333333;700000;3;Høyere vannstand;
5;1;0;0,75;0,3333333;550000;2;Høyere vannstand;
5;1;0;0;0,3333333;100000;2;Høyere temperaturer og naturkatastrofer;
3;2;1;0,75;0,6666667;320000;3;Høyere temperaturer Nederland under vann;
3;1;0;0,5;0,6666667;1100000;3;Høyere temperaturer mer ekstremvær økt havnivå;
5;1;1;1;0,6666667;480000;0;Høyere temperaturer;
5;1;0;0;0;400000;2;Høyere temperatur varmere vintre;
4;1;1;0,75;0,3333333;700000;0;Høyere temperatur og mer nedbør;
3;2;1;0,5;0;380000;3;høyere temperatur ekstremvær Forundring over at så mange snakker naivt om at det skal reverseres/unngås mens man ikke gjør du nødvendige grepene for å ruste byen/landet mot konsekvensene (f eks bygge diker) Høyere havnivå forundring over at Norge ikke er med på forskningen rundt fusionsenergi Og hvorfor bygger Oslo så mange boliger og kulturbygninger i vannkanten?;
4;2;1;0,5;0,6666667;350000;3;Høyere gjennomsnittstemperatur på jorda;
1;2;1;0,75;0,3333333;90000;2;Høyere gjennomsnittstemperatur havet stiger sør-klimaet tørker klimaflyktninger fra sør;
3;2;1;1;0,3333333;520000;3;høyere gjennomsnittstemperatur;
3;2;0;0,5;0;220000;1;Høye avgifter og politikere som misbruker det Derfor tror jeg ikke det blir noe hurtig livstils endring i folket Det virker ikke som om det egentlig handler om miljøet når pengene som blir tatt inn på forskjellige miljø saker ikke synes som forbedrende tiltak nettopp for miljøet vårt men i stedet bygger ut et enormt byråkrati vi ikke forstår Hadde det vært drastiske tydelige tilrettelagte tiltak i nærmiljøet vårt hadde vi blitt mer skremt og vi hadde fulgt opp Jeg tenker at det er en syklus som jordkloden har hatt i veldig mange år og at det har med solen å gjøre I TILLEGG TIL menneskenes påvirkning og forurensning;
3;2;1;0,5;0;550000;3;högre vattennivå d v s att polerna smälter isbreer o s v;
5;2;0;0,5;0,3333333;358000;3;Hysterisk internasjonal mote om at alt er menneskeskapt;
1;1;0;0,5;0,3333333;800000;3;Hysteri - skinnhellighet Vi må løse de store utfordringene der det monner best ikke bry oss med detaljer der marginaleffekten er liten;
5;1;0;0,25;0,3333333;700000;2;Hysteri;
4;1;1;0,75;0,6666667;800000;2;Hysteri;
7;1;0;0,5;0;362000;3;Hysteri;
3;2;0;0,5;0,3333333;360000;2;Hysteri;
6;1;0;0,25;0;350000;2;hysteri;
5;2;0;0,25;0;280000;2;Hysteri;
2;1;0;0,25;0;552000;3;Hysteri;
3;1;0;0,5;0,3333333;950000;3;Hysteri;
3;1;1;0,75;0,6666667;600000;3;Hyppigere ustabilt vær økt vannstand flere naturkatastrofer - oftere;
2;2;1;0,5;0,6666667;550000;3;hyppigere klimakatastrofer;
4;2;1;1;0,3333333;950000;3;Hyppigere forekomster av ekstremvær mer vind mer nedbør noen steder og tørrere klima andre steder på kloden global oppvarming;
6;2;1;0,75;0,6666667;650000;3;Hyppigere ekstremvær økt havnivå økt is-smelting endringer i havstrømmene;
2;1;0;0,5;0,6666667;250000;3;hypet opp alt for mye Dessuten er det svært politisk korrekt å snakke om det og mene at det er menneskeskapt Ihvertfall når forskere har forskjellige meninger om det;
3;1;1;0,5;0,3333333;1500000;3;Hype;
2;1;0;0;0;430000;3;Hvorfor så lite land som Norge angasjerer seg så mye i dette Hvor er Kina Rulsand Tyskland eller USA? Er det ikke de landene som ødeleger mest?;
3;1;0;0,25;0,3333333;470000;2;Hvorfor skal lille Norge ligge på toppen for å bekjempe dette???;
1;2;1;0,75;0,6666667;40000;1;hvordan være endrer seg og konsekvensene tenker også på hva vi burde gjøre men at vi ikke gjør det fordi vi er for late!;
3;1;1;0,75;0,6666667;164244;3;Hvordan vi skal forlate denne jord for neste generasjon Er det verre enn vi har funnet det?;
6;1;1;0,75;0,3333333;320000;2;Hvordan skal det bli iframtia;
3;2;1;0,75;0,6666667;280000;3;Hvordan kan vi ta være på naturen? Hvordan kan vi sikre vår barnas/ barnebarn sine helse i fremtiden? Hva kan jeg gjøre? Jeg ser at det flere barn dør av kreft eller andre sykdommer nå enn før og jeg tror det har noe med klima og gjøre som på virker mat og helsen til befolkningen;
6;1;1;0,75;0,3333333;450000;3;Hvordan innrette seg etter situasjonen og endringene som vil komme;
5;2;1;0,75;0,6666667;250000;3;Hvordan blir det for våre etterkommere å leve på jorda?;
4;1;0;0,5;0,3333333;2600000;3;Hvor alvorlig er det og hva skal man gjøre med det - alt for å minske utslipp eller iverksette mottiltak - eller begge deler?;
4;2;0;0,5;0,3333333;150000;1;Hvis klimaet er ødelagt så har vi jo gjort det selv;
4;1;1;1;0,6666667;350000;2;Hvis alle gjør bare litt så klarer vi å fikse noen av de problemer som fører til klimaendring for eksempel kjører bil kun når det er virkelig nødvendig;
3;2;1;1;0,3333333;460000;3;hva vil skje med barna og evt barnebarna mine? Jeg blir lei meg;
6;2;1;0,75;0,3333333;268000;1;Hva skjermed jorda vår ? Det er jo tydelig at noe skjer med hensyn til tempareaturøkning Mere nedbør og flom noe man kan lese om daglig på denne årstiden Store globale ulykker Jeg tenker det er svært alvorlig for oss på denne kloden;
6;1;0;0,25;0,3333333;350000;1;Hva skal en tro på ???????;
5;2;1;0,75;0,6666667;410;2;Hva kan jeg gjøre/påvirke for at det skal bli bedre;
5;2;1;0,75;0;0;2;hva kan jeg gjøre for og hjelpe til å hindre eller redusere mest mulig;
6;2;0;0,75;0,3333333;250000;2;Hva kan jeg gjøre;
4;2;1;0,5;0,6666667;250000;2;hva jeg selv kan gjøre;
6;2;1;0,75;0,3333333;325000;3;Hva disse fører til med verden vi lever i;
1;2;0;1;0,6666667;0;1;Hull i ozonlaget Pol-isen smelter;
4;2;0;0,5;0,6666667;300000;0;Hull i ozonlaget Forurensing;
2;2;1;0,5;0,6666667;403000;3;Hull i ozonlaget;
4;2;0;0;0;520000;3;Huff skal dere mase om det igjen?;
4;2;1;1;0;700000;3;Huff Ingen styresmakter i verdan kommer til å ta de nødvendige grep Det er altfor store innskrenkningeri folks liv som må til for å få effekt;
4;2;1;0,75;0,3333333;700000;3;huff;
6;1;1;0,75;0,6666667;370;2;hm!;
1;2;1;1;0,6666667;0;1;hjelp! regnskogen! urstammer/urbefolkning! <-mord! plante- og dyrearter utryddes! svalbard! is smeltes og isbjørner dør!;
3;1;0;0,75;0,3333333;450000;2;HJELP!;
4;1;1;1;0,6666667;720000;2;Hjelp;
5;1;1;1;0,6666667;500000;3;Her må de rike landene gjøre noe for å stoppe klimaendringene og hjelpe til fattige landene med sine tiltak;
1;2;1;0,75;0,6666667;85000;1;Helt ærlig? At isbjørnene dør At menneskene tar jorda fra oss selv At alt uskyldig liv der ut lider eller kan ende opp med å lide på grunn av oss fordi vi bare tenker på oss selv Vi har distansert oss sånn fra jorda og naturen at det noen ganger virker som om vi tror den er menneskeskapt òg;
2;2;1;1;0,3333333;230000;3;"Helt ærlig sagt så tenker jeg kanskje først ""oh gud igjen?!"" Men jeg synes det er meget viktig å ta klimaendringene på alvor å gjøre det vi kan for å forbedre situasjonen Klimaet har alltid vært i forandring også uten mennesket men uansett så vet vi at noen ting er skadelige for planeten vår og da må vi stoppe å tilføre disse skadene ";
5;1;1;0,75;0,3333333;450000;0;helt normalt har hatt mange i årtusener;
5;1;0;0,25;0,3333333;500000;1;Hellingsgraden på jorda i forhold til sola;
5;1;1;0,5;0,6666667;550000;3;Havstigning;
6;1;1;0,75;0,3333333;400000;3;Havnivåstigning befolkningsvandring global kamp om ressurser Rasfare og ulykker;
4;1;0;0,5;0,3333333;600000;2;Havnivået øker mer storm og uvær;
4;2;1;0,75;0,3333333;200000;2;Havnivået stiger issmelting;
6;1;1;0,5;0,3333333;0;0;Havnivået;
5;1;0;0,5;0,3333333;450000;3;Havnivåene stiger;
3;1;1;0,5;0,3333333;480000;2;Havnivå mer regn;
3;2;1;1;0,3333333;360000;3;havet stiger temperaturen i hav og luft øker mer ustabilt vær flom tørke;
3;1;1;0,75;0,6666667;700000;3;havet stiger isen smelter isbjørner dør ekstrem- uvær bangladesh og anna lavland sliter bigtime;
5;1;1;1;0,3333333;265000;3;Havet stiger;
3;1;1;0,5;0,3333333;700000;3;Havet stiger;
2;1;1;1;0,3333333;0;3;Havet stiger;
4;1;0;0,5;0,3333333;650000;2;Havet kommer til å stige med 7 meter;
4;2;0;0;0;230000;2;hatt det har skjedd før;
1;2;1;1;0,3333333;0;1;Hastverk Noe som må gjøres noe med - FORT;
1;2;1;1;0,6666667;84000;3;Haster superviktig alvorlig frustrerende;
3;2;0;0,5;0,3333333;330000;2;Hardere værslag nedbør og vind blir mer ekstreme;
5;1;0;1;0;270000;1;Har ingen tro på klimaendringer slik har det forandret seg i tusener av år;
2;1;1;0,5;0,6666667;485000;2;Handlingslammelse;
3;1;1;0,75;0,3333333;650000;3;handlingslammede politikere;
5;1;0;0;0;210000;1;Haarp Chemtrails;
1;1;1;0,75;0,3333333;50000;2;Grådighet;
1;1;1;1;0,3333333;150000;3;grådighet;
4;1;0;0,5;0,6666667;380000;2;Grønt;
1;1;1;0,75;0,3333333;0;3;Greenhouse emission energy usage inefficiency overconsumption;
3;2;1;1;0,6666667;450000;3;Globalt ansvar;
1;1;1;0,5;0,6666667;0;3;Global-oppvarming - is som smelter antarktis/nordpolen smelter;
2;2;1;0,75;0,6666667;465000;3;Globaloppvarming;
4;2;1;0,5;0,6666667;0;2;Globaloppvarming;
2;1;1;1;0,6666667;180000;3;Globale endringer;
2;2;1;0,75;0,3333333;300000;3;Global warming;
5;2;1;1;0,3333333;700000;3;global opvarmning;
2;2;1;0,5;0,3333333;400000;3;global oppvarming varmere-villere-våtere;
4;2;1;0,75;0,3333333;650000;3;global oppvarming vannheving stormer osv;
3;2;1;0,5;0,3333333;480000;3;Global oppvarming tining av isen på polene at havet stiger;
1;2;1;0,5;0,3333333;0;2;Global oppvarming temperaturen stiger som fører til smelting av isen på polene;
3;2;0;0,25;0,3333333;23000;3;Global oppvarming stigende havnivå øke mengden av naturkatastrofer tap av biologisk mangfold avskoging og så videre Faktisk forskere har ingen anelse om i hvilken grad det er virkningen av menneskelig aktivitet eller en naturlig syklus av klimaendringer Menneskeheten har ikke nok kunnskap og akkumulerte data på de naturlige prosessene I tillegg klimaforskere er også avhengig av politiske og forretningsmessige midler;
6;1;1;0,75;0,3333333;0;2;Global oppvarming smelting av isbreene;
3;1;1;0,75;0,3333333;0;2;global oppvarming smeltende isbreer naturkatastrofer;
2;2;1;0,75;0,6666667;545000;2;Global oppvarming og forurensing;
5;1;1;0,75;0,3333333;800000;3;Global Oppvarming og flere ekstreme uvær;
4;1;1;0,5;0,6666667;470000;3;Global oppvarming og endring i naturen og omgivelsene rundt meg;
1;1;1;0,25;0;480;2;Global oppvarming Nedsmelting av isbreer vanskeligere leveforhold for mennesker dyr og planter og økosystem;
2;2;1;1;0,6666667;475000;2;Global oppvarming Mindre snø høyre temperaturer;
5;1;1;0,75;0,3333333;400000;3;Global oppvarming mer ekstremvær;
3;1;0;0,25;0;500000;2;Global oppvarming mer ekstremvær;
3;2;1;0,5;0,6666667;300000;2;Global oppvarming Menneskelig påvirkning Bevisst eller ikke bevist Negativt å kutte ned så mye av regnskogen;
5;2;1;0,75;0,3333333;395000;2;Global oppvarming grunner forurensingen og hogst av regnskog;
5;1;1;0,75;0,3333333;223000;1;global oppvarming av jordkloden-mere urolig hver;
1;1;1;0,75;0,3333333;20000;1;global oppvarming Al Gore naturfageksamen 10 klasse vindkraft;
1;2;0;0,75;0,6666667;0;3;Global oppvarming - en pseudo vitenskapelig teori som ikke har nok bevis til å støtte det den påstår;
4;1;1;1;0,3333333;510000;3;Global oppvarming;
1;2;1;0,75;0,6666667;0;1;Global oppvarming;
3;2;1;0,75;0,6666667;200000;3;Global oppvarming;
2;1;1;0,5;0,3333333;120000;2;Global oppvarming;
1;1;0;0,5;0,3333333;300000;2;Global oppvarming;
4;1;1;0;0,6666667;390000;2;global oppvarming;
3;2;1;0,5;0,6666667;409000;3;global oppvarming;
1;2;1;0,25;0,6666667;190000;2;Global oppvarming;
4;1;0;0,5;0,3333333;650000;2;global oppvarming;
5;1;1;0,75;0,3333333;490000;3;Global oppvarming;
6;1;1;1;0,6666667;350000;3;Global oppvarming;
1;1;1;0,75;0,6666667;0;2;Global oppvarming;
6;1;1;1;0,3333333;750000;3;Global oppvarming;
3;2;1;0,5;0,3333333;450000;3;global oppvarming;
1;2;1;0,5;0,6666667;120000;3;Global oppvarming;
1;1;1;0,5;0,3333333;150000;3;Global oppvarming;
5;1;1;0,75;0,3333333;600000;2;Global oppvarming;
2;2;1;0,75;0,3333333;411000;3;global oppvarming;
2;2;1;0,5;0,3333333;580000;3;Global oppvarming;
5;1;1;0,75;0,6666667;1200000;3;global oppvarming;
1;2;0;0,5;0,3333333;100000;3;global oppvarming;
5;2;0;0,5;0,3333333;700000;3;Global oppvarming;
1;1;1;0,75;0,6666667;70000;2;Global oppvarming;
5;2;0;0,25;0;325000;3;Global oppvarming;
2;1;0;0,5;0,3333333;400000;2;Global oppvarming;
6;1;1;1;0,3333333;300000;3;Global krise;
3;1;1;1;0,3333333;250000;2;global fordeling av mat;
3;2;1;0,5;0,3333333;500000;2;gjøre endringer slik at vi forbedrer eller stabiliserer dagens miljøutgifter;
5;2;0;0,25;0,3333333;0;3;Gjeeeeesp;
4;1;0;0,5;0,3333333;1400000;3;Gi folket brød og sirkus;
3;2;1;0,5;0,3333333;220000;3;gamle biler må fjernes lavere pris på nye biler kollektiv traffik bedre søppel sortering;
5;1;1;0,75;0,3333333;420000;2;Få lov å ikke engste seg for lufta vi puster i hver eneste dag;
2;1;1;1;0,3333333;359100;2;Første jeg tenker at noe må gjøres og at Staten har ansvaret;
5;2;1;0,75;0,6666667;330000;3;Først og fremst værforandringer ekstrem storm flom nedbør etvc;
6;2;1;0,5;0,3333333;350000;3;Føler litt uro over klimaendringene;
6;1;1;0,75;0,6666667;0;3;Føler en viss redsel spesielt med tanke på kommende generasjoner er redd vi ikke gjør nok for å redde kloden Føler at vi som vanlige borgere kan gjøre noe men monner det noe i den store sammenheng?;
4;1;0;0,25;0,6666667;630000;2;Fuktigere og varmere;
