"X"	"age"	"gender"	"humanmade"	"concern"	"efficacy"	"income"	"edu3"	"translation"	"univdummy"	"theta1"	"theta2"	"theta3"	"theta4"
"1218"	1217	5	1	0	0.5	0	650000	1	"I am unsure whether the claims on climate change are relevant I am also unsure whether all climate change is man-made "	0	0.023939289951422	0.906828886107395	0.0502396085763146	0.0189922153648686
"1219"	1218	6	1	0	0.25	0.3333333	800000	3	"I am not convinced of the interpretation that is chosen I am 67 years old and in all my life I have been exposed to climate change snow lack of snow much precipitation little precipitation cold summers hot summers etc "	1	0.121244185968049	0.339987376677771	0.0942803924874612	0.444488044866719
"1220"	1219	2	2	0	0.75	0.3333333	400000	3	"I am not 100% sure if climate change is due so much the actual pollution natural disaster has arisen in all years on this soil "	1	0.0680845835769051	0.635702675115887	0.242136318413277	0.0540764228939312
"1221"	1220	3	1	1	1	0.6666667	600000	3	"I am partially optimist since things happen on the sunny side (solar cells) but and very pesimistic because everyone is waiting to do something until they have become richer "	1	0.0392399325106682	0.777250050171691	0.151579554837322	0.031930462480319
"1222"	1221	4	2	1	1	0.3333333	280000	1	"I'm concerned "	0	0.192612136889694	0.382827514074521	0.209683940061459	0.214876408974326
"1223"	1222	3	2	1	0.75	0.3333333	338400	1	"I'm worried about it hope the others could think about it "	0	0.061080205646755	0.767845692812954	0.104630941338725	0.0664431602015656
"1224"	1223	6	1	0	0.5	0.6666667	1300000	3	"I'm [...] Climate change is a natural part of our planet "	1	0.0951000940321829	0.63940312510336	0.207115617163386	0.0583811637010709
"1225"	1224	2	2	1	1	0.6666667	472000	3	"I am intimidated by thinking about how we treat the earth we live on and that we do not make greater changes faster to take better care of it "	1	0.0417864748562753	0.750729245620525	0.172642477314285	0.0348418022089146
"1226"	1225	1	2	1	0.75	0	0	2	"I'm scared and skeptical of our enormous CO2 emissions while thinking of the world ang flood and other natural crises / extreme weather "	0	0.240726985850156	0.27801161610668	0.210879409384957	0.270381988658207
"1227"	1226	5	2	1	1	0.3333333	85000	3	"I get to fight and would like to do more than I do get angry and frustrated when people don't take it serious "	1	0.0404910545725268	0.824545945271207	0.103482311645804	0.0314806885104629
"1228"	1227	3	1	1	1	0.3333333	400000	3	"I am fighting frightened about the future and how the next generation should live if we do nothing to "	1	0.0813378867329155	0.504548907796089	0.355755856611744	0.0583573488592514
"1229"	1228	7	2	1	0.75	0	225000	1	"I get anxious about how the future gets for our descendants we who live today can master it but something must be done fast "	0	0.0768038909224064	0.719723891933689	0.144317397830496	0.0591548193134092
"1230"	1229	4	2	1	1	0.6666667	169500	2	"I am worried and afraid of the future both my kids and grandchildren's "	0	0.111171713568607	0.540610309931967	0.254120037777558	0.0940979387218683
"1231"	1230	1	2	1	1	0.3333333	60000	1	"I be afraid of what is going to happen to the future I have the subject \"social knowledge\" and has just read that we are so spoiled that we undermine our own future the scans are sent to the next generation while I think this that actually concerned economy can be transferred to our habits in terms of environmental friendliness we must keep in mind that people come after us and it doesn't seem like we do "	0	0.0355781357805689	0.726212690936894	0.207437495963187	0.03077167731935
"1232"	1231	4	1	0	0.25	0	0	2	"Yaha ?? Many people are so unanced and no think consequences / realities beyond their own content nobody takes that the planet changes and also all the time measurements over time hosted up as absolute self if measurements have only been performed about 50 to 70 years and hosted Saman With timelines for the planet, for example for 100,000 years to 10 miljons years "	0	0.0203940927993221	0.901554899809244	0.0634961535193923	0.0145548538720417
"1233"	1232	4	1	1	0.25	0.3333333	440000	3	"Yes but I have heard before I think I concentrate on something else for example orders me a new cheap flight "	1	0.0560946451209968	0.77870595058386	0.123849625832647	0.0413497784624958
"1234"	1233	3	1	0	0.75	0.3333333	0	2	"Yes There are climate change no This should not be even a milkyku tax policy within vehicles (special electricity / hybrid) and imports must be focused on "	0	0.0187661025933593	0.903970801008763	0.0609929721788813	0.0162701242189959
"1235"	1234	2	1	1	1	0.3333333	300000	3	"its going to affect rapidly our lives in future "	1	0.104868653951067	0.474426027392853	0.329147756748235	0.091557561907845
"1236"	1235	6	1	0	0.25	0	300000	2	"ice hours "	0	0.23030713721093	0.260972757984629	0.102874394726229	0.405845710078211
"1237"	1236	3	1	1	0.5	0.3333333	436000	3	"Ice melting in the Arctic "	1	0.175876632336109	0.0862455345833921	0.0914988841099822	0.646378948970516
"1238"	1237	1	2	1	1	0.6666667	180000	2	"Ice melting increased sea levels warmer sea that leads to more frequent and more powerful storms "	0	0.287126365073882	0.0444509297258235	0.0640697891829918	0.604352916017303
"1239"	1238	4	1	1	0.75	0.3333333	0	2	"Ice melting Increased sea surface / stand "	0	0.24505831501221	0.0848443327109825	0.0854006908741199	0.584696661402688
"1240"	1239	2	2	1	1	0.6666667	520000	3	"Ice melting water shortage "	1	0.144855602749774	0.0609587345508142	0.0770916991027967	0.717093963596615
"1241"	1240	4	2	1	1	0.6666667	465000	3	"Ice melting dry water shortage Bad air hurricanes Typefones Destruction of the rainforest and others and more often natural disasters that countries with major challenges get even greater and more difficult challenges leading to larger human suffering and the like! "	1	0.296199605100926	0.174918331852538	0.14306866900863	0.385813394037906
"1242"	1241	2	2	1	0.5	0.6666667	370000	3	"Ice melting storms hurricane floods etc "	1	0.270805717148326	0.0589089539937338	0.0783495002209079	0.591935828637032
"1243"	1242	4	2	1	0.75	0.3333333	0	3	"Ice melting on poles changes in animal and plant life unpredictable weather conditions affecting the entire globe "	1	0.320127647401071	0.178301783697142	0.142426714553032	0.359143854348755
"1244"	1243	1	2	1	1	0.3333333	20000	2	"Ice melting on the poles extreme weather "	0	0.275306020284307	0.0814420079884682	0.0907848727698042	0.552467098957421
"1245"	1244	4	1	1	0.5	0.3333333	600000	1	"Ice melting and storm "	0	0.269772184560154	0.115435198814729	0.0827689438596704	0.532023672765447
"1246"	1245	4	1	1	0.75	0.3333333	1700000	3	"Ice melting and unstable weather "	1	0.353965837412631	0.0867105961185796	0.114221080142728	0.445102486326062
"1247"	1246	3	2	1	0.75	0.6666667	470000	2	"Ice melting and rising water level More powerful storms and unstable weather warmer climate "	0	0.250040103303313	0.0943052677275546	0.0745479607476769	0.581106668221456
"1248"	1247	1	1	1	1	0.6666667	50000	2	"Ice melting and natural disasters The end of Visa for the Earth We must change our way of life drastically if we are to change this concerns not only that we must quit non-renewable energy sources but also that each one of us especially in the Western world must decrease our consumption level many Many notch we live in what I like to call a consumer hell something Norway should and have the opportunity to change in that we are such a rich country as we are "	0	0.0412537519444944	0.614975338519146	0.2612210654456	0.0825498440907592
"1249"	1248	6	2	1	0.5	0.3333333	371000	3	"Ice melting and sea level Stig "	1	0.18890739361219	0.0465380406781683	0.0574680017464977	0.707086563963145
"1250"	1249	1	2	1	0.25	0.3333333	100000	2	"Ice melting natural disasters such as hurricanes tsunamis o l electric car recycling recycling recycling ozone layer CO2 emissions "	0	0.229880837200456	0.197200927208277	0.140236621026043	0.432681614565224
"1251"	1250	4	2	1	0.75	0.6666667	369	3	"Ice melting in the south and north pole wildlife with the polar bear as a symbol deteriorate and is destroyed and it goes faster than first thought this will also affect the water level in the long term more storm typhones and hurricanes in southern areas little influence for us here in Norway compared to other countries. Who traditionally it has used everything from strong storm to much rainfall they will get more extreme weather and get to avoid our lack of understanding of what we can do to prevent this "	1	0.134899908346968	0.457151313097519	0.0913251453991658	0.316623633156348
"1252"	1251	3	2	1	1	0.6666667	600000	2	"Ice melting in the Arctic and on Greenland "	0	0.163479528491431	0.0782610869967755	0.0756519280485242	0.682607456463269
"1253"	1252	4	1	0	0.5	0.3333333	500000	2	"Ice melting pollution "	0	0.183128332694303	0.232847461568666	0.13902002846187	0.445004177275161
"1254"	1253	6	1	1	0.75	0.3333333	450000	2	"Ice melting of polar areas "	0	0.200271326525725	0.0667957084321324	0.0672190069358743	0.665713958106268
"1257"	1256	4	1	1	0.5	0.3333333	950000	3	"ice melting "	1	0.211416309926885	0.109343591950781	0.109551969301783	0.569688128820552
"1258"	1257	2	2	0	0.5	0.6666667	500000	3	"ice melting "	1	0.170692948090554	0.156089067140542	0.0962853200905904	0.576932664678314
"1259"	1258	6	2	1	0.75	0.3333333	450000	3	"ice melting "	1	0.239467547069118	0.0789964561045986	0.090512368348754	0.591023628477529
"1260"	1259	3	2	1	1	0.3333333	600000	3	"Ice melting "	1	0.194230957280879	0.100872997849511	0.110745079917035	0.594150964952575
"1261"	1260	3	2	1	0.5	0.6666667	560000	3	"Ice melting "	1	0.202175178049085	0.0915333222000723	0.0954915569294042	0.610799942821439
"1262"	1261	5	1	1	1	0.6666667	500000	3	"Ice melting "	1	0.21538481456324	0.10168459985157	0.11845838262964	0.56447220295555
"1263"	1262	3	1	1	0.5	0.3333333	400000	2	"Ice melting "	0	0.188463042705535	0.126650813802183	0.0973431733654451	0.587542970126836
"1264"	1263	3	2	1	0.5	0	400000	1	"Ice melting "	0	0.183017122694156	0.118264522537148	0.0708128797566223	0.627905475012074
"1265"	1264	3	1	0	0.5	0.3333333	550000	3	"Ice melting "	1	0.177162593174766	0.179563352557634	0.108136537294996	0.535137516972604
"1266"	1265	6	1	1	0.5	0.3333333	500000	2	"Ice melting "	0	0.22896684684681	0.103781531806665	0.086168780960792	0.581082840385733
"1267"	1266	3	1	1	0.75	0.3333333	0	3	"ice melting "	1	0.193360446256053	0.118975522963187	0.121404872991748	0.566259157789013
"1268"	1267	3	2	1	0.75	0.3333333	450000	3	"Ice melting "	1	0.198540640764804	0.0986282538244219	0.103638245668853	0.599192859741921
